time (UTC),max_temperature,min_temperature,mean_temperature,station_id
2020-04-01 00:00:00-07:00,14.2,10.8,12.0,channel_843357_thingspeak
2020-04-02 00:00:00-07:00,12.7,10.0,11.4,channel_843357_thingspeak
2020-04-03 00:00:00-07:00,12.3,10.2,11.2,channel_843357_thingspeak
2020-04-04 00:00:00-07:00,13.8,9.5,11.7,channel_843357_thingspeak
2020-04-05 00:00:00-07:00,14.5,11.7,12.9,channel_843357_thingspeak
2020-04-06 00:00:00-07:00,16.0,10.9,13.4,channel_843357_thingspeak
2020-04-07 00:00:00-07:00,16.7,11.8,14.3,channel_843357_thingspeak
2020-04-08 00:00:00-07:00,17.8,13.1,15.3,channel_843357_thingspeak
2020-04-09 00:00:00-07:00,19.1,14.0,16.4,channel_843357_thingspeak
2020-04-10 00:00:00-07:00,19.5,15.3,17.3,channel_843357_thingspeak
2020-04-11 00:00:00-07:00,18.7,16.2,17.4,channel_843357_thingspeak
2020-04-12 00:00:00-07:00,18.4,14.2,16.3,channel_843357_thingspeak
2020-04-13 00:00:00-07:00,17.8,13.3,15.7,channel_843357_thingspeak
2020-04-14 00:00:00-07:00,17.9,14.4,16.3,channel_843357_thingspeak
2020-04-15 00:00:00-07:00,19.2,16.6,17.6,channel_843357_thingspeak
2020-04-16 00:00:00-07:00,20.0,15.8,17.7,channel_843357_thingspeak
2020-04-17 00:00:00-07:00,19.2,16.3,17.9,channel_843357_thingspeak
2020-04-18 00:00:00-07:00,18.6,16.4,17.5,channel_843357_thingspeak
2020-04-19 00:00:00-07:00,19.4,16.0,17.4,channel_843357_thingspeak
2020-04-20 00:00:00-07:00,19.4,15.4,17.4,channel_843357_thingspeak
2020-04-21 00:00:00-07:00,20.2,16.4,17.8,channel_843357_thingspeak
2020-04-22 00:00:00-07:00,18.6,16.0,17.1,channel_843357_thingspeak
2020-04-23 00:00:00-07:00,17.2,15.3,16.1,channel_843357_thingspeak
2020-04-24 00:00:00-07:00,17.5,15.9,16.7,channel_843357_thingspeak
2020-04-25 00:00:00-07:00,19.2,16.9,17.7,channel_843357_thingspeak
2020-04-26 00:00:00-07:00,17.5,15.9,16.8,channel_843357_thingspeak
2020-04-27 00:00:00-07:00,17.9,15.7,16.8,channel_843357_thingspeak
2020-04-28 00:00:00-07:00,16.9,15.3,16.0,channel_843357_thingspeak
2020-04-29 00:00:00-07:00,18.7,15.6,17.0,channel_843357_thingspeak
2020-04-30 00:00:00-07:00,18.4,17.3,17.9,channel_843357_thingspeak
